Frame,GT_X(m),GT_Y(m),Meas_X(m),Meas_Y(m),Filt_X(m),Filt_Y(m),NIS
318,72.2726,63.5461,72.0775,63.2044,72.1166,63.3243,0.6041
319,72.4016,63.2387,72.4193,63.6249,72.3921,63.2734,7.6008
320,72.5340,62.9328,72.5421,62.7083,72.5470,62.8282,1.0957
321,72.6698,62.6284,73.0565,62.5075,72.8390,62.4938,4.3563
322,72.8089,62.3255,73.1103,61.5167,73.0505,61.8586,3.4504
323,72.9514,62.0241,72.8689,62.1189,73.0048,61.7760,4.9168
324,73.0972,61.7244,73.1526,61.7386,73.1832,61.5711,1.5985
325,73.2464,61.4263,73.0939,61.5783,73.1698,61.3859,2.5204
326,73.3989,61.1299,73.4815,61.1058,73.4400,61.0828,1.2105
327,73.5546,60.8352,73.6595,60.9077,73.6355,60.8154,1.8879
328,73.7136,60.5422,73.5986,60.9946,73.7259,60.7208,3.1215
329,73.8759,60.2510,73.9214,60.1731,73.8702,60.3001,1.9680
330,74.0414,59.9617,74.0687,59.9561,74.0346,59.9623,0.5287
331,74.2101,59.6742,74.4770,59.6048,74.3709,59.6350,3.4448
332,74.3820,59.3886,74.1845,58.9207,74.3329,59.1241,3.9715
333,74.5570,59.1049,74.3850,59.2693,74.4137,59.0023,2.7804
334,74.7352,58.8232,74.8052,58.7253,74.6857,58.7034,0.9434
335,74.9165,58.5435,74.9857,58.3242,74.9322,58.3501,0.9456
336,75.1009,58.2658,75.7303,58.3767,75.4217,58.1922,5.9921
337,75.2883,57.9902,75.2243,58.2058,75.3632,58.0391,8.9793
338,75.4789,57.7167,75.2579,58.3529,75.4108,58.0215,4.8683
339,75.6724,57.4453,75.8630,57.5487,75.6751,57.6498,2.8528
340,75.8690,57.1761,75.7045,57.3792,75.7852,57.3665,0.3602
341,76.0685,56.9090,76.0354,57.2108,76.0597,57.1366,1.2968
342,76.2710,56.6443,76.5259,56.2306,76.3818,56.5674,3.8425
343,76.4764,56.3817,76.2799,55.9007,76.4702,56.1069,4.8275
344,76.6847,56.1215,76.8773,55.9019,76.7012,55.8371,4.5068
345,76.8959,55.8636,76.5675,55.7628,76.8330,55.6269,5.6678
346,77.1099,55.6081,77.1016,55.3308,77.1066,55.3108,3.4750
347,77.3268,55.3550,77.2343,55.3447,77.3227,55.1633,2.1881
348,77.5465,55.1043,77.7040,55.4017,77.6702,55.0985,4.4171
349,77.7689,54.8560,77.5193,54.5517,77.7264,54.7023,4.2150
350,77.9941,54.6103,77.8140,54.2672,77.8638,54.3426,0.7584
351,78.2220,54.3670,78.7008,54.3308,78.4019,54.1796,5.2681
352,78.4526,54.1263,78.3186,53.8131,78.4946,53.8500,1.5411
353,78.6859,53.8882,78.7644,54.0801,78.6782,53.7855,7.7213
354,78.9218,53.6527,78.7353,53.4281,78.8544,53.4604,1.5747
355,79.1603,53.4198,79.0722,53.7848,79.0801,53.4517,2.9791
356,79.4013,53.1896,79.0483,52.8122,79.2789,53.0231,8.8157
357,79.6449,52.9621,79.7013,52.7287,79.6195,52.7422,0.4137
358,79.8910,52.7373,80.0262,52.7672,79.9857,52.6014,1.3832
359,80.1396,52.5152,80.0350,52.4562,80.0874,52.3819,3.5024
360,80.3907,52.2959,80.1664,52.7077,80.2716,52.3768,3.1610
361,80.6442,52.0794,80.8522,52.0270,80.7057,52.0885,1.3519
362,80.9000,51.8658,81.1094,51.7036,81.0564,51.7629,3.0707
363,81.1582,51.6550,80.7094,52.1882,80.9885,51.8008,9.1461
364,81.4188,51.4471,81.3159,51.3244,81.3287,51.4373,3.2831
365,81.6816,51.2421,81.6846,51.2791,81.6845,51.2442,2.4756
366,81.9467,51.0400,81.6803,50.7598,81.8233,50.8837,2.0260
